"site","x","y","date","doy","t","snow","camera","start_date","ndvi","irg","grass_forb","tree","shrub_tree","elev","livestock","live_date","live_cov","live_pres","end_date","photos","ok","peak_irg","days_to_peak","elev_doy","elev_doy2","ndvi_grass_forb","irg_grass_forb"
33,471125.168290569,4440661.58921813,"2019-03-22",81,8,TRUE,"cuddeback","2019-04-05",0.384465932846069,0.842229068279266,0.18,0.16,0.62,5935,0,NA,0,0,NA,NA,0,"2019-04-10",19,480735,38939535,0.0692038679122925,0.151601232290268
34,471129.354014084,4440239.23976107,"2019-03-22",81,8,TRUE,"cuddeback","2019-04-05",0.329219549894333,0.462443381547928,0.24,0.26,0.35,5932,0,NA,0,0,"2019-04-24",NA,0,"2019-04-22",31,480492,38919852,0.0790126919746399,0.110986411571503
35,465174.398912665,4428790.6834225,"2019-03-22",81,8,FALSE,"cuddeback","2019-04-06",0.301771491765976,0.859175801277161,0.14,0.24,0.59,5997,0,NA,0,0,NA,NA,0,"2019-03-27",5,485757,39346317,0.0422480088472366,0.120284612178802
36,471164.723535712,4443015.52280956,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-04",0.398805141448975,0.66545706987381,0.14,0.25,0.58,6178,0,NA,0,0,"2019-05-20",NA,0,"2019-05-01",40,500418,40533858,0.0558327198028564,0.0931639897823334
38,471304.331400933,4444201.52766893,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-04",0.386263400316238,0.808345258235931,0.05,0.25,0.72,6240,0,NA,0,0,"2019-06-14",NA,0,"2019-04-19",28,505440,40940640,0.0193131700158119,0.0404172629117966
39,471664.394161748,4444889.22805791,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-04",0.479608088731766,1,0.29,0.14,0.42,6325,0,NA,0,0,NA,NA,0,"2019-03-22",0,512325,41498325,0.139086345732212,0.29
40,472288.413679698,4444768.8185154,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-04",0.409857273101807,0.987115621566772,0.33,0.01,0.42,6470,0,NA,0,0,"2019-06-16",NA,0,"2019-03-29",7,524070,42449670,0.135252900123596,0.325748155117035
41,472391.677972134,4444288.83213878,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-04",0.439759016036987,0.974006354808807,0.4,0.01,0.4,6713,0,NA,0,0,"2019-05-04",NA,0,"2019-04-01",10,543753,44043993,0.175903606414795,0.389602541923523
42,474061.732307326,4429605.16132538,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.317107558250427,0.868659317493439,0.51,0.01,0.28,7454,0,"2019-06-16",0,0,NA,NA,0,"2019-04-14",23,603774,48905694,0.161724854707718,0.443016251921654
43,474217.716557536,4430077.90125056,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.223930656909943,0.0980455800890923,0.29,0.04,0.47,7559,0,"2019-06-15",0,0,NA,NA,0,"2019-05-05",44,612279,49594599,0.0649398905038834,0.0284332182258368
44,474507.651691554,4430449.4132784,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.292686223983765,0.00456548295915127,0.41,0.07,0.38,7579,0,NA,0,0,NA,NA,0,"2019-05-12",51,613899,49725819,0.120001351833344,0.00187184801325202
45,475193.814333798,4431395.34962879,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.327406644821167,0.00386578217148781,0.43,0,0.37,7736,0,"2019-06-26",0,0,NA,NA,0,"2019-05-16",55,626616,50755896,0.140784857273102,0.00166228633373976
46,474943.451099295,4430919.45918153,"2019-03-22",81,8,TRUE,"reconyx","2019-05-05",0.309783637523651,0.107817701995373,0.11,0.15,0.71,7595,0,"2019-06-28",0,0,NA,NA,0,"2019-05-12",51,615195,49830795,0.0340762001276016,0.011859947219491
47,473944.869751219,4430392.93936144,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.310481756925583,0.724319994449615,0.27,0.12,0.53,7756,0,"2019-06-08",0,0,NA,NA,0,"2019-04-18",27,628236,50887116,0.0838300743699074,0.195566398501396
49,473060.278051153,4430862.85657797,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.0907048583030701,0.00910949241369963,0.15,0.32,0.69,8048,0,"2019-06-09",0,0,NA,NA,0,"2019-05-11",50,651888,52802928,0.0136057287454605,0.00136642386205494
51,473011.589760438,4429862.65518442,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.295499414205551,0.673135042190552,0.19,0.15,0.57,7497,0,"2019-06-10",0,0,NA,NA,0,"2019-04-22",31,607257,49187817,0.0561448886990547,0.127895658016205
52,472156.563651556,4430228.68329321,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.164609163999557,0.197007179260254,0.27,0.07,0.42,7530,0,"2019-06-12",0,0,NA,NA,0,"2019-05-02",41,609930,49404330,0.0444444742798805,0.0531919384002686
53,469943.268518131,4431893.90199945,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.359801977872849,0.595352530479431,0.19,0.58,0.68,7953,0,NA,0,0,NA,NA,0,"2019-05-02",41,644193,52179633,0.0683623757958412,0.113116980791092
54,470175.678318467,4432005.20018076,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.223011463880539,0.00551361404359341,0.22,0.03,0.66,7874,0,NA,0,0,NA,NA,0,"2019-05-18",57,637794,51661314,0.0490625220537186,0.00121299508959055
56,471405.207551758,4431229.2958314,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-05",0.174711331725121,0.0116909015923738,0.12,0.51,0.79,7415,0,NA,0,0,NA,NA,0,"2019-05-09",48,600615,48649815,0.0209653598070145,0.00140290819108486
57,476418.334196416,4434089.12096484,"2019-03-22",81,8,TRUE,"reconyx","2019-05-13",0.206529498100281,0.087700642645359,0.12,0.2,0.68,7349,0,"2019-06-18",0,0,NA,NA,0,"2019-05-05",44,595269,48216789,0.0247835397720337,0.0105240771174431
58,476039.862969375,4437614.7759461,"2019-03-22",81,8,TRUE,"reconyx","2019-05-13",0.29939478635788,0.86147129535675,0.08,0.15,0.74,7119,0,"2019-06-19",0,0,NA,NA,0,"2019-04-13",22,576639,46707759,0.0239515829086304,0.06891770362854
60,474910.929889099,4437472.13694869,"2019-03-22",81,8,TRUE,"reconyx","2019-05-13",0.0105698797851801,0.0696771368384361,0.19,0.08,0.57,7175,0,NA,0,0,NA,NA,0,"2019-05-03",42,581175,47075175,0.00200827715918422,0.0132386559993029
61,474448.244712273,4437313.96195468,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-13",0.243976026773453,0.281781136989594,0.03,0.19,0.81,7418,0,NA,0,0,"2019-05-13",NA,0,"2019-05-01",40,600858,48669498,0.00731928080320358,0.0084534341096878
64,476439.416660023,4436017.55487851,"2019-03-22",81,8,TRUE,"reconyx","2019-05-13",0.301037162542343,0.559336125850677,0.05,0.38,0.78,7421,0,"2019-06-15",0,0,NA,NA,0,"2019-04-26",35,601101,48689181,0.0150518581271172,0.0279668062925339
68,475212.856307668,4440068.17140277,"2019-03-22",81,8,TRUE,"reconyx","2019-05-14",0.319256871938705,0.861656785011292,0.27,0,0.44,6988,0,NA,0,0,NA,NA,0,"2019-04-14",23,566028,45848268,0.0861993554234505,0.232647331953049
70,475099.516850295,4441522.45223653,"2019-03-22",81,8,TRUE,"reconyx","2019-05-14",0.329131662845612,0.811115801334381,0.25,0.09,0.52,7139,0,NA,0,0,NA,NA,0,"2019-04-19",28,578259,46838979,0.0822829157114029,0.202778950333595
75,474303.977306359,4444344.47723311,"2019-03-22",81,8,TRUE,"reconyx","2019-05-14",0.223902016878128,0.342353969812393,0.3,0.03,0.33,6765,0,NA,0,0,NA,NA,0,"2019-05-01",40,547965,44385165,0.0671706050634384,0.102706190943718
77,473060.592436908,4444249.01647345,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-14",0.360495030879974,0.90742415189743,0.24,0.07,0.51,6886,0,NA,0,0,NA,NA,0,"2019-04-10",19,557766,45179046,0.0865188074111938,0.217781796455383
81,478196.133642699,4431003.55389124,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-14",0.230915650725365,1.89062411664054e-05,0.28,0.17,0.31,7956,0,NA,0,0,NA,NA,0,"2019-05-19",58,644436,52199316,0.0646563822031021,5.29374752659351e-06
83,479005.044090071,4430367.40261498,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-14",0.319961816072464,0.366837799549103,0.33,0.08,0.4,8146,0,NA,0,0,NA,NA,0,"2019-05-09",48,659826,53445906,0.105587399303913,0.121056473851204
85,479497.52637498,4431170.97041472,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-14",0.15571716427803,0.00243184226565063,0.25,0.45,0.55,8396,0,NA,0,0,NA,NA,0,"2019-05-23",62,680076,55086156,0.0389292910695076,0.000607960566412657
86,475967.395241418,4431281.42786776,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-14",0.33736178278923,0.72747004032135,0.22,0.04,0.5,7592,0,"2019-06-21",0,0,"2019-07-17",NA,0,"2019-04-26",35,614952,49811112,0.0742195922136307,0.160043408870697
87,473601.059366655,4444597.7444406,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-15",0.375267952680588,0.796955943107605,0.18,0.16,0.64,6985,0,NA,0,0,NA,NA,0,"2019-04-18",27,565785,45828585,0.0675482314825058,0.143452069759369
90,475607.263896357,4445646.90393752,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-15",0.382964491844177,0.765301764011383,0.28,0.26,0.51,6972,0,NA,0,0,NA,NA,0,"2019-04-23",32,564732,45743292,0.10723005771637,0.214284493923187
91,476009.044849871,4445833.42215444,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-15",0.414790004491806,0.747989118099213,0.25,0.07,0.54,7008,0,NA,0,0,"2019-07-10",NA,0,"2019-04-24",33,567648,45979488,0.103697501122952,0.186997279524803
98,471987.899422272,4447565.33983438,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-15",0.459690272808075,1,0.23,0.22,0.56,6486,0,NA,0,0,NA,NA,0,"2019-03-22",0,525366,42554646,0.105728762745857,0.23
99,472028.592139171,4448139.59099133,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-15",0.359681695699692,0.446745187044144,0.27,0.14,0.53,6539,0,NA,0,0,NA,NA,0,"2019-05-02",41,529659,42902379,0.0971140578389168,0.120621200501919
100,472357.440490119,4449065.52764319,"2019-03-22",81,8,TRUE,"cuddeback","2019-05-15",0.327788472175598,0.0314304754137993,0.21,0.23,0.6,6713,0,NA,0,0,NA,NA,0,"2019-05-18",57,543753,44043993,0.0688355791568756,0.00660039983689785
2,469395.997849251,4437169.39061862,"2019-03-23",82,9,FALSE,"cuddeback","2019-03-15",0.328816264867783,0.692260026931763,0.07,0.17,0.61,5594,0,NA,0,0,NA,0,1,"2019-04-24",32,458708,37614056,0.0230171385407448,0.0484582018852234
3,469911.267525789,4437400.86066775,"2019-03-23",82,9,FALSE,"reconyx","2019-03-15",0.39788344502449,0.99922776222229,0.22,0.1,0.42,5673,0,NA,0,0,NA,0,1,"2019-03-25",2,465186,38145252,0.0875343579053879,0.219830107688904
4,470374.753847107,4437827.69500278,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-15",0.335496068000793,0.487761557102203,0.09,0.27,0.49,5712,0,NA,0,0,NA,0,1,"2019-04-20",28,468384,38407488,0.0301946461200714,0.0438985401391983
5,465246.477614218,4436631.73802455,"2019-03-23",82,9,FALSE,"cuddeback","2019-03-15",0.396778672933578,0.972193896770477,0.32,0.05,0.37,5295,0,NA,0,0,"2019-03-25",0,1,"2019-04-02",10,434190,35603580,0.126969175338745,0.311102046966553
6,465010.116263073,4436536.70305286,"2019-03-23",82,9,FALSE,"cuddeback","2019-03-15",0.304466843605042,0.355324029922485,0.19,0.27,0.38,5335,0,NA,0,0,NA,0,1,"2019-04-15",23,437470,35872540,0.0578487002849579,0.0675115656852722
7,464676.364582064,4436439.24229618,"2019-03-23",82,9,FALSE,"cuddeback","2019-03-15",0.3766248524189,0.968134164810181,0.12,0.33,0.56,5292,0,NA,0,0,NA,0,1,"2019-03-15",8,433944,35583408,0.0451949822902679,0.116176099777222
8,464374.182084552,4436420.67604753,"2019-03-23",82,9,FALSE,"cuddeback","2019-03-15",0.363186240196228,0.982743382453918,0.06,0.41,0.44,5315,0,NA,0,0,"2019-04-07",0,1,"2019-03-30",7,435830,35738060,0.0217911744117737,0.0589646029472351
9,463894.214797886,4436347.57933235,"2019-03-23",82,9,FALSE,"reconyx","2019-03-15",0.295486956834793,0.848721444606781,0.46,0.05,0.21,5358,0,NA,0,0,NA,0,1,"2019-04-03",11,439356,36027192,0.135924000144005,0.390411864519119
10,473087.375184713,4427741.43898561,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-23",0.243817999958992,0.072268433868885,0.34,0.02,0.39,6545,0,NA,0,0,NA,0,1,"2019-04-21",29,536690,44008580,0.0828981199860573,0.0245712675154209
11,472622.977052633,4427661.84966271,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-23",0.20480777323246,0.135926693677902,0.23,0,0.39,6453,0,NA,0,0,NA,0,1,"2019-04-21",29,529146,43389972,0.0471057878434658,0.0312631395459175
12,472438.945013843,4427216.77048094,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-23",0.239663928747177,0.629987359046936,0.2,0,0.32,6260,0,NA,0,0,NA,0,1,"2019-04-10",18,513320,42092240,0.0479327857494354,0.125997471809387
13,472196.547993965,4426855.81868924,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-23",0.235024228692055,0.0271330736577511,0.31,0.01,0.38,6155,0,NA,0,0,NA,0,1,"2019-04-18",26,504710,41386220,0.072857510894537,0.00841125283390283
14,471763.802712756,4426258.61079887,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-23",0.202589750289917,0.0963742733001709,0.24,0.01,0.28,5984,0,NA,0,0,NA,0,1,"2019-04-29",37,490688,40236416,0.0486215400695801,0.023129825592041
15,464556.872008565,4428568.55248679,"2019-03-23",82,9,FALSE,"cuddeback","2019-03-23",0.293013095855713,0.83007138967514,0.57,0.03,0.15,5906,0,NA,0,0,NA,0,1,"2019-03-30",7,484292,39711944,0.167017464637756,0.47314069211483
17,463834.779199141,4428317.33251635,"2019-03-23",82,9,FALSE,"reconyx","2019-03-23",0.28029465675354,0.385341197252274,0.37,0.04,0.18,5715,0,NA,0,0,NA,11,1,"2019-04-19",27,468630,38427660,0.10370902299881,0.142576242983341
18,463293.618828761,4428246.89074715,"2019-03-23",82,9,FALSE,"cuddeback","2019-03-23",0.270844221115112,0.471780091524124,0.42,0.02,0.11,5620,0,NA,0,0,NA,0,1,"2019-04-20",28,460840,37788880,0.113754572868347,0.198147638440132
19,463075.959070344,4427842.8180706,"2019-03-23",82,9,FALSE,"cuddeback","2019-03-23",0.307985067367554,0.854068696498871,0.5,0.05,0.33,5433,0,NA,0,0,"2019-04-10",0,1,"2019-04-06",14,445506,36531492,0.153992533683777,0.427034348249435
20,463136.599968315,4427603.11135151,"2019-03-23",82,9,FALSE,"cuddeback","2019-03-23",0.25818932056427,0.628876090049744,0.25,0.12,0.24,5390,0,NA,0,0,NA,0,1,"2019-04-07",15,441980,36242360,0.0645473301410675,0.157219022512436
21,461482.143922177,4437715.80228377,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-24",0.312321096658707,0.0155506245791912,0.59,0.05,0.21,5866,0,NA,0,0,"2019-06-06",NA,0,"2019-04-04",12,481012,39442984,0.184269447028637,0.00917486850172281
22,470924.457736472,4439677.72600029,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-24",0.292721182107925,0.0382698997855186,0.19,0.14,0.61,5853,0,NA,0,0,"2019-05-04",NA,0,"2019-05-05",43,479946,39355572,0.0556170246005058,0.00727128095924854
23,470789.541103223,4439080.31891039,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-24",0.278515458106995,0.239434167742729,0.23,0.12,0.47,5804,0,NA,0,0,NA,NA,0,"2019-04-20",28,475928,39026096,0.0640585553646088,0.0550698585808277
24,470650.158681729,4438501.68986585,"2019-03-23",82,9,TRUE,"cuddeback","2019-03-24",0.297298699617386,0.318341374397278,0.09,0.15,0.83,5732,0,NA,0,0,NA,NA,0,"2019-04-24",32,470024,38541968,0.0267568829655647,0.028650723695755
25,473892.440321042,4428990.62265592,"2019-03-23",82,9,TRUE,"cuddeback","2019-04-05",0.288200289011002,0.269370675086975,0.38,0.02,0.28,7172,0,NA,0,0,"2019-04-19",NA,0,"2019-04-26",34,588104,48224528,0.109516109824181,0.102360856533051
26,474250.414242703,4429023.58781604,"2019-03-23",82,9,TRUE,"cuddeback","2019-04-05",0.337462961673737,0.82295823097229,0.39,0,0.27,7103,0,NA,0,0,NA,NA,0,"2019-04-16",24,582446,47760572,0.131610555052757,0.320953710079193
27,474053.26162411,4428422.90349642,"2019-03-23",82,9,TRUE,"cuddeback","2019-04-05",0.328881293535233,0.885961413383484,0.39,0,0.26,6827,0,"2019-06-08",0,0,NA,NA,0,"2019-04-12",20,559814,45904748,0.128263704478741,0.345524951219559
28,474014.762903606,4427921.90669008,"2019-03-23",82,9,TRUE,"cuddeback","2019-04-05",0.271224737167358,0.772460401058197,0.31,0.02,0.16,6713,0,NA,0,0,NA,NA,0,"2019-04-23",31,550466,45138212,0.0840796685218811,0.239462724328041
29,473606.804322914,4427668.58469451,"2019-03-23",82,9,TRUE,"cuddeback","2019-04-05",0.225871101021767,0.525110006332397,0.35,0,0.24,6631,0,"2019-06-07",0,0,"2019-05-16",NA,0,"2019-04-24",32,543742,44586844,0.0790548853576183,0.183788502216339
31,471240.724110467,4441784.41380664,"2019-03-23",82,9,TRUE,"cuddeback","2019-04-05",0.332902044057846,0.468496352434158,0.2,0.19,0.59,6066,0,NA,0,0,"2019-04-24",NA,0,"2019-04-27",35,497412,40787784,0.0665804088115692,0.0936992704868317
33,471125.168290569,4440661.58921813,"2019-03-23",82,9,TRUE,"cuddeback","2019-04-05",0.38750833272934,0.856901049613953,0.18,0.16,0.62,5935,0,NA,0,0,NA,NA,0,"2019-04-10",18,486670,39906940,0.0697514998912811,0.154242188930511
34,471129.354014084,4440239.23976107,"2019-03-23",82,9,TRUE,"cuddeback","2019-04-05",0.331232160329819,0.483026087284088,0.24,0.26,0.35,5932,0,NA,0,0,"2019-04-24",NA,0,"2019-04-22",30,486424,39886768,0.0794957184791565,0.115926260948181
35,465174.398912665,4428790.6834225,"2019-03-23",82,9,FALSE,"cuddeback","2019-04-06",0.30882066488266,0.90573787689209,0.14,0.24,0.59,5997,0,NA,0,0,NA,NA,0,"2019-03-27",4,491754,40323828,0.0432348930835724,0.126803302764893
36,471164.723535712,4443015.52280956,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-04",0.400324523448944,0.678300857543945,0.14,0.25,0.58,6178,0,NA,0,0,"2019-05-20",NA,0,"2019-05-01",39,506596,41540872,0.0560454332828522,0.0949621200561523
38,471304.331400933,4444201.52766893,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-04",0.388553947210312,0.820049524307251,0.05,0.25,0.72,6240,0,NA,0,0,"2019-06-14",NA,0,"2019-04-19",27,511680,41957760,0.0194276973605156,0.0410024762153626
39,471664.394161748,4444889.22805791,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-04",0.482999235391617,0.999983012676239,0.29,0.14,0.42,6325,0,NA,0,0,NA,NA,0,"2019-03-22",1,518650,42529300,0.140069778263569,0.289995073676109
40,472288.413679698,4444768.8185154,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-04",0.412951022386551,0.990587174892426,0.33,0.01,0.42,6470,0,NA,0,0,"2019-06-16",NA,0,"2019-03-29",6,530540,43504280,0.136273837387562,0.3268937677145
41,472391.677972134,4444288.83213878,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-04",0.443829149007797,0.978992104530334,0.4,0.01,0.4,6713,0,NA,0,0,"2019-05-04",NA,0,"2019-04-01",9,550466,45138212,0.177531659603119,0.391596841812134
42,474061.732307326,4429605.16132538,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.320338428020477,0.8790083527565,0.51,0.01,0.28,7454,0,"2019-06-16",0,0,NA,NA,0,"2019-04-14",22,611228,50120696,0.163372598290443,0.448294259905815
43,474217.716557536,4430077.90125056,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.224814683198929,0.106101669371128,0.29,0.04,0.47,7559,0,"2019-06-15",0,0,NA,NA,0,"2019-05-05",43,619838,50826716,0.0651962581276894,0.0307694841176271
44,474507.651691554,4430449.4132784,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.292689591646194,0.00521216820925474,0.41,0.07,0.38,7579,0,NA,0,0,NA,NA,0,"2019-05-12",50,621478,50961196,0.12000273257494,0.00213698896579444
45,475193.814333798,4431395.34962879,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.327443569898605,0.00438801804557443,0.43,0,0.37,7736,0,"2019-06-26",0,0,NA,NA,0,"2019-05-16",54,634352,52016864,0.1408007350564,0.001886847759597
46,474943.451099295,4430919.45918153,"2019-03-23",82,9,TRUE,"reconyx","2019-05-05",0.310526311397552,0.115181863307953,0.11,0.15,0.71,7595,0,"2019-06-28",0,0,NA,NA,0,"2019-05-12",50,622790,51068780,0.0341578942537308,0.0126700049638748
47,473944.869751219,4430392.93936144,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.313511967658997,0.740542232990265,0.27,0.12,0.53,7756,0,"2019-06-08",0,0,NA,NA,0,"2019-04-18",26,635992,52151344,0.0846482312679291,0.199946402907372
49,473060.278051153,4430862.85657797,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.0908288583159447,0.010278569534421,0.15,0.32,0.69,8048,0,"2019-06-09",0,0,NA,NA,0,"2019-05-11",49,659936,54114752,0.0136243287473917,0.00154178543016315
51,473011.589760438,4429862.65518442,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.298760205507278,0.689501583576202,0.19,0.15,0.57,7497,0,"2019-06-10",0,0,NA,NA,0,"2019-04-22",30,614754,50409828,0.0567644390463829,0.131005300879478
52,472156.563651556,4430228.68329321,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.166246458888054,0.209882259368896,0.27,0.07,0.42,7530,0,"2019-06-12",0,0,NA,NA,0,"2019-05-02",40,617460,50631720,0.0448865438997746,0.0566682100296021
53,469943.268518131,4431893.90199945,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.36317652463913,0.609220802783966,0.19,0.58,0.68,7953,0,NA,0,0,NA,NA,0,"2019-05-02",40,652146,53475972,0.0690035396814346,0.115751952528954
54,470175.678318467,4432005.20018076,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.223092928528786,0.00618498213589191,0.22,0.03,0.66,7874,0,NA,0,0,NA,NA,0,"2019-05-18",56,645668,52944776,0.0490804442763329,0.00136069606989622
56,471405.207551758,4431229.2958314,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-05",0.174894705414772,0.0132058952003717,0.12,0.51,0.79,7415,0,NA,0,0,NA,NA,0,"2019-05-09",47,608030,49858460,0.0209873646497726,0.00158470742404461
57,476418.334196416,4434089.12096484,"2019-03-23",82,9,TRUE,"reconyx","2019-05-13",0.207171395421028,0.0951387584209442,0.12,0.2,0.68,7349,0,"2019-06-18",0,0,NA,NA,0,"2019-05-05",43,602618,49414676,0.0248605674505234,0.0114166510105133
58,476039.862969375,4437614.7759461,"2019-03-23",82,9,TRUE,"reconyx","2019-05-13",0.303103744983673,0.872710287570953,0.08,0.15,0.74,7119,0,"2019-06-19",0,0,NA,NA,0,"2019-04-13",21,583758,47868156,0.0242482995986938,0.0698168230056763
60,474910.929889099,4437472.13694869,"2019-03-23",82,9,TRUE,"reconyx","2019-05-13",0.0118218809366226,0.0764270350337029,0.19,0.08,0.57,7175,0,NA,0,0,NA,NA,0,"2019-05-03",41,588350,48244700,0.0022461573779583,0.0145211366564035
61,474448.244712273,4437313.96195468,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-13",0.245866864919662,0.297022134065628,0.03,0.19,0.81,7418,0,NA,0,0,"2019-05-13",NA,0,"2019-05-01",39,608276,49878632,0.00737600594758987,0.00891066402196884
64,476439.416660023,4436017.55487851,"2019-03-23",82,9,TRUE,"reconyx","2019-05-13",0.30456355214119,0.576317429542542,0.05,0.38,0.78,7421,0,"2019-06-15",0,0,NA,NA,0,"2019-04-26",34,608522,49898804,0.0152281776070595,0.0288158714771271
68,475212.856307668,4440068.17140277,"2019-03-23",82,9,TRUE,"reconyx","2019-05-14",0.321445733308792,0.872599363327026,0.27,0,0.44,6988,0,NA,0,0,NA,NA,0,"2019-04-14",22,573016,46987312,0.0867903479933739,0.235601828098297
70,475099.516850295,4441522.45223653,"2019-03-23",82,9,TRUE,"reconyx","2019-05-14",0.332295924425125,0.822772085666656,0.25,0.09,0.52,7139,0,NA,0,0,NA,NA,0,"2019-04-19",27,585398,48002636,0.0830739811062813,0.205693021416664
75,474303.977306359,4444344.47723311,"2019-03-23",82,9,TRUE,"reconyx","2019-05-14",0.225828483700752,0.358263164758682,0.3,0.03,0.33,6765,0,NA,0,0,NA,NA,0,"2019-05-01",39,554730,45487860,0.0677485451102257,0.107478949427605
77,473060.592436908,4444249.01647345,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-14",0.363451659679413,0.916445553302765,0.24,0.07,0.51,6886,0,NA,0,0,NA,NA,0,"2019-04-10",18,564652,46301464,0.0872283983230591,0.219946932792664
81,478196.133642699,4431003.55389124,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-14",0.230877086520195,2.33462797041284e-05,0.28,0.17,0.31,7956,0,NA,0,0,NA,NA,0,"2019-05-19",57,652392,53496144,0.0646455842256546,6.53695831715595e-06
83,479005.044090071,4430367.40261498,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-14",0.322338670492172,0.380197644233704,0.33,0.08,0.4,8146,0,NA,0,0,NA,NA,0,"2019-05-09",47,667972,54773704,0.106371761262417,0.125465222597122
85,479497.52637498,4431170.97041472,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-14",0.155756935477257,0.00274139270186424,0.25,0.45,0.55,8396,0,NA,0,0,NA,NA,0,"2019-05-23",61,688472,56454704,0.0389392338693142,0.000685348175466061
86,475967.395241418,4431281.42786776,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-14",0.339308738708496,0.740100502967834,0.22,0.04,0.5,7592,0,"2019-06-21",0,0,"2019-07-17",NA,0,"2019-04-26",34,622544,51048608,0.0746479225158691,0.162822110652924
87,473601.059366655,4444597.7444406,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-15",0.378855973482132,0.809637904167175,0.18,0.16,0.64,6985,0,NA,0,0,NA,NA,0,"2019-04-18",26,572770,46967140,0.0681940752267838,0.145734822750092
90,475607.263896357,4445646.90393752,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-15",0.386301636695862,0.777603507041931,0.28,0.26,0.51,6972,0,NA,0,0,NA,NA,0,"2019-04-23",31,571704,46879728,0.108164458274841,0.217728981971741
91,476009.044849871,4445833.42215444,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-15",0.418526828289032,0.760461688041687,0.25,0.07,0.54,7008,0,NA,0,0,"2019-07-10",NA,0,"2019-04-24",32,574656,47121792,0.104631707072258,0.190115422010422
98,471987.899422272,4447565.33983438,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-15",0.46270427107811,0.999610960483551,0.23,0.22,0.56,6486,0,NA,0,0,NA,NA,0,"2019-03-22",1,531852,43611864,0.106421982347965,0.229910520911217
99,472028.592139171,4448139.59099133,"2019-03-23",82,9,TRUE,"cuddeback","2019-05-15",0.361550182104111,0.462421208620071,0.27,0.14,0.53,6539,0,NA,0,0,NA,NA,0,"2019-05-02",40,536198,43968236,0.0976185491681099,0.124853726327419
