"site","x","y","date","doy","t","snow","camera","start_date","ndvi","irg","grass_forb","tree","shrub_tree","elev","livestock","live_date","live_cov","live_pres","end_date","photos","ok","peak_irg","days_to_peak","elev_doy","elev_doy2","ndvi_grass_forb","irg_grass_forb"
2,469395.997849251,4437169.39061862,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-15",0.312806755304337,0.574442744255066,0.07,0.17,0.61,5594,0,NA,0,0,NA,0,1,"2019-04-24",40,413956,30632744,0.0218964728713036,0.0402109920978546
3,469911.267525789,4437400.86066775,"2019-03-15",74,1,TRUE,"reconyx","2019-03-15",0.381235659122467,0.974355757236481,0.22,0.1,0.42,5673,0,NA,0,0,NA,0,1,"2019-03-25",10,419802,31065348,0.0838718450069428,0.214358266592026
4,470374.753847107,4437827.69500278,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-15",0.322046667337418,0.330615669488907,0.09,0.27,0.49,5712,0,NA,0,0,NA,0,1,"2019-04-20",36,422688,31278912,0.0289842000603676,0.0297554102540016
5,465246.477614218,4436631.73802455,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-15",0.377140581607819,0.91423374414444,0.32,0.05,0.37,5295,0,NA,0,0,"2019-03-25",0,1,"2019-04-02",18,391830,28995420,0.120684986114502,0.292554798126221
6,465010.116263073,4436536.70305286,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-15",0.294936180114746,0.185330703854561,0.19,0.27,0.38,5335,0,NA,0,0,NA,0,1,"2019-04-15",31,394790,29214460,0.0560378742218018,0.0352128337323666
7,464676.364582064,4436439.24229618,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-15",0.366479367017746,0.997791111469269,0.12,0.33,0.56,5292,0,NA,0,0,NA,0,1,"2019-03-15",0,391608,28978992,0.0439775240421295,0.119734933376312
8,464374.182084552,4436420.67604753,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-15",0.344390004873276,0.921166718006134,0.06,0.41,0.44,5315,0,NA,0,0,"2019-04-07",0,1,"2019-03-30",15,393310,29104940,0.0206634002923965,0.055270003080368
9,463894.214797886,4436347.57933235,"2019-03-15",74,1,TRUE,"reconyx","2019-03-15",0.273954927921295,0.624257445335388,0.46,0.05,0.21,5358,0,NA,0,0,NA,54,1,"2019-04-03",19,396492,29340408,0.126019266843796,0.287158424854279
10,473087.375184713,4427741.43898561,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-23",0.241624787449837,0.0249198600649834,0.34,0.02,0.39,6545,0,NA,0,0,NA,NA,0,"2019-04-21",37,484330,35840420,0.0821524277329445,0.00847275242209434
11,472622.977052633,4427661.84966271,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-23",0.201929733157158,0.0563302114605904,0.23,0,0.39,6453,0,NA,0,0,NA,NA,0,"2019-04-21",37,477522,35336628,0.0464438386261463,0.0129559486359358
12,472438.945013843,4427216.77048094,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-23",0.22700460255146,0.411369323730469,0.2,0,0.32,6260,0,NA,0,0,NA,NA,0,"2019-04-10",26,463240,34279760,0.0454009205102921,0.0822738647460938
13,472196.547993965,4426855.81868924,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-23",0.234452605247498,0.00594845833256841,0.31,0.01,0.38,6155,0,NA,0,0,NA,NA,0,"2019-04-18",34,455470,33704780,0.0726803076267242,0.00184402208309621
14,471763.802712756,4426258.61079887,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-23",0.200780659914017,0.0445889681577682,0.24,0.01,0.28,5984,0,NA,0,0,NA,NA,0,"2019-04-29",45,442816,32768384,0.048187358379364,0.0107013523578644
15,464556.872008565,4428568.55248679,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-23",0.251806735992432,0.474469006061554,0.57,0.03,0.15,5906,0,NA,0,0,NA,NA,0,"2019-03-30",15,437044,32341256,0.143529839515686,0.270447333455086
17,463834.779199141,4428317.33251635,"2019-03-15",74,1,TRUE,"reconyx","2019-03-23",0.265954613685608,0.228637680411339,0.37,0.04,0.18,5715,0,NA,0,0,NA,NA,0,"2019-04-19",35,422910,31295340,0.0984032070636749,0.0845959417521954
18,463293.618828761,4428246.89074715,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-23",0.258737146854401,0.310237735509872,0.42,0.02,0.11,5620,0,NA,0,0,NA,NA,0,"2019-04-20",36,415880,30775120,0.108669601678848,0.130299848914146
19,463075.959070344,4427842.8180706,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-23",0.291464865207672,0.688704192638397,0.5,0.05,0.33,5433,0,NA,0,0,"2019-04-10",NA,0,"2019-04-06",22,402042,29751108,0.145732432603836,0.344352096319199
20,463136.599968315,4427603.11135151,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-23",0.241385400295258,0.368699997663498,0.25,0.12,0.24,5390,0,NA,0,0,NA,NA,0,"2019-04-07",23,398860,29515640,0.0603463500738144,0.0921749994158745
21,461482.143922177,4437715.80228377,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-24",0.312294125556946,0.000412161549320444,0.59,0.05,0.21,5866,0,NA,0,0,"2019-06-06",NA,0,"2019-04-04",20,434084,32122216,0.184253534078598,0.000243175314099062
22,470924.457736472,4439677.72600029,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-24",0.2914097905159,0.0164944659918547,0.19,0.14,0.61,5853,0,NA,0,0,"2019-05-04",NA,0,"2019-05-05",51,433122,32051028,0.0553678601980209,0.00313394853845239
23,470789.541103223,4439080.31891039,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-24",0.268129020929337,0.119913868606091,0.23,0.12,0.47,5804,0,NA,0,0,NA,NA,0,"2019-04-20",36,429496,31782704,0.0616696748137474,0.0275801897794008
24,470650.158681729,4438501.68986585,"2019-03-15",74,1,TRUE,"cuddeback","2019-03-24",0.286388039588928,0.191938981413841,0.09,0.15,0.83,5732,0,NA,0,0,NA,NA,0,"2019-04-24",40,424168,31388432,0.0257749235630035,0.0172745083272457
25,473892.440321042,4428990.62265592,"2019-03-15",74,1,TRUE,"cuddeback","2019-04-05",0.279959142208099,0.158245429396629,0.38,0.02,0.28,7172,0,NA,0,0,"2019-04-19",NA,0,"2019-04-26",42,530728,39273872,0.106384474039078,0.0601332631707191
26,474250.414242703,4429023.58781604,"2019-03-15",74,1,TRUE,"cuddeback","2019-04-05",0.319961100816727,0.710984945297241,0.39,0,0.27,7103,0,NA,0,0,NA,NA,0,"2019-04-16",32,525622,38896028,0.124784829318523,0.277284128665924
27,474053.26162411,4428422.90349642,"2019-03-15",74,1,TRUE,"cuddeback","2019-04-05",0.312272101640701,0.790169179439545,0.39,0,0.26,6827,0,"2019-06-08",0,0,NA,NA,0,"2019-04-12",28,505198,37384652,0.121786119639874,0.308165979981422
28,474014.762903606,4427921.90669008,"2019-03-15",74,1,TRUE,"cuddeback","2019-04-05",0.260694980621338,0.671231329441071,0.31,0.02,0.16,6713,0,NA,0,0,NA,NA,0,"2019-04-23",39,496762,36760388,0.0808154439926147,0.208081712126732
29,473606.804322914,4427668.58469451,"2019-03-15",74,1,TRUE,"cuddeback","2019-04-05",0.215052679181099,0.384574741125107,0.35,0,0.24,6631,0,"2019-06-07",0,0,"2019-05-16",NA,0,"2019-04-24",40,490694,36311356,0.0752684377133846,0.134601159393787
31,471240.724110467,4441784.41380664,"2019-03-15",74,1,TRUE,"cuddeback","2019-04-05",0.317486196756363,0.33606630563736,0.2,0.19,0.59,6066,0,NA,0,0,"2019-04-24",NA,0,"2019-04-27",43,448884,33217416,0.0634972393512726,0.0672132611274719
33,471125.168290569,4440661.58921813,"2019-03-15",74,1,TRUE,"cuddeback","2019-04-05",0.36475795507431,0.729701101779938,0.18,0.16,0.62,5935,0,NA,0,0,NA,NA,0,"2019-04-10",26,439190,32500060,0.0656564319133758,0.131346198320389
34,471129.354014084,4440239.23976107,"2019-03-15",74,1,TRUE,"cuddeback","2019-04-05",0.31744173169136,0.333740442991257,0.24,0.26,0.35,5932,0,NA,0,0,"2019-04-24",NA,0,"2019-04-22",38,438968,32483632,0.0761860156059265,0.0800977063179016
35,465174.398912665,4428790.6834225,"2019-03-15",74,1,TRUE,"cuddeback","2019-04-06",0.26544651389122,0.462481677532196,0.14,0.24,0.59,5997,0,NA,0,0,NA,NA,0,"2019-03-27",12,443778,32839572,0.0371625119447708,0.0647474348545075
36,471164.723535712,4443015.52280956,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-04",0.388982474803925,0.576317131519318,0.14,0.25,0.58,6178,0,NA,0,0,"2019-05-20",NA,0,"2019-05-01",47,457172,33830728,0.0544575464725494,0.0806843984127045
38,471304.331400933,4444201.52766893,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-04",0.371190994977951,0.722084105014801,0.05,0.25,0.72,6240,0,NA,0,0,"2019-06-14",NA,0,"2019-04-19",35,461760,34170240,0.0185595497488976,0.0361042052507401
39,471664.394161748,4444889.22805791,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-04",0.456003457307816,0.984717011451721,0.29,0.14,0.42,6325,0,NA,0,0,NA,NA,0,"2019-03-22",7,468050,34635700,0.132241002619266,0.285567933320999
40,472288.413679698,4444768.8185154,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-04",0.388622730970383,0.948608815670013,0.33,0.01,0.42,6470,0,NA,0,0,"2019-06-16",NA,0,"2019-03-29",14,478780,35429720,0.128245501220226,0.313040909171104
41,472391.677972134,4444288.83213878,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-04",0.411997616291046,0.925847828388214,0.4,0.01,0.4,6713,0,NA,0,0,"2019-05-04",NA,0,"2019-04-01",17,496762,36760388,0.164799046516418,0.370339131355286
42,474061.732307326,4429605.16132538,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.295637458562851,0.789074659347534,0.51,0.01,0.28,7454,0,"2019-06-16",0,0,NA,NA,0,"2019-04-14",30,551596,40818104,0.150775103867054,0.402428076267242
43,474217.716557536,4430077.90125056,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.219415500760078,0.0559503436088562,0.29,0.04,0.47,7559,0,"2019-06-15",0,0,NA,NA,0,"2019-05-05",51,559366,41393084,0.0636304952204227,0.0162255996465683
44,474507.651691554,4430449.4132784,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.292779445648193,0.00180459104012698,0.41,0.07,0.38,7579,0,NA,0,0,NA,NA,0,"2019-05-12",58,560846,41502604,0.120039572715759,0.000739882326452062
45,475193.814333798,4431395.34962879,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.327252000570297,0.00159117812290788,0.43,0,0.37,7736,0,"2019-06-26",0,0,NA,NA,0,"2019-05-16",62,572464,42362336,0.140718360245228,0.000684206592850387
46,474943.451099295,4430919.45918153,"2019-03-15",74,1,TRUE,"reconyx","2019-05-05",0.305810272693634,0.067451685667038,0.11,0.15,0.71,7595,0,"2019-06-28",0,0,NA,NA,0,"2019-05-12",58,562030,41590220,0.0336391299962997,0.00741968542337418
47,473944.869751219,4430392.93936144,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.29119011759758,0.609375238418579,0.27,0.12,0.53,7756,0,"2019-06-08",0,0,NA,NA,0,"2019-04-18",34,573944,42471856,0.0786213317513466,0.164531314373016
49,473060.278051153,4430862.85657797,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.0902383551001549,0.003906334284693,0.15,0.32,0.69,8048,0,"2019-06-09",0,0,NA,NA,0,"2019-05-11",57,595552,44070848,0.0135357532650232,0.00058595014270395
51,473011.589760438,4429862.65518442,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.274878442287445,0.559781730175018,0.19,0.15,0.57,7497,0,"2019-06-10",0,0,NA,NA,0,"2019-04-22",38,554778,41053572,0.0522269040346146,0.106358528733253
52,472156.563651556,4430228.68329321,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.155702918767929,0.12493734806776,0.27,0.07,0.42,7530,0,"2019-06-12",0,0,NA,NA,0,"2019-05-02",48,557220,41234280,0.0420397880673409,0.0337330839782953
53,469943.268518131,4431893.90199945,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.338326394557953,0.501369297504425,0.19,0.58,0.68,7953,0,NA,0,0,NA,NA,0,"2019-05-02",48,588522,43550628,0.064282014966011,0.0952601665258408
54,470175.678318467,4432005.20018076,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.22266349196434,0.00246468000113964,0.22,0.03,0.66,7874,0,NA,0,0,NA,NA,0,"2019-05-18",64,582676,43118024,0.0489859682321548,0.000542229600250721
56,471405.207551758,4431229.2958314,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-05",0.173916727304459,0.00497224507853389,0.12,0.51,0.79,7415,0,NA,0,0,NA,NA,0,"2019-05-09",55,548710,40604540,0.020870007276535,0.000596669409424067
57,476418.334196416,4434089.12096484,"2019-03-15",74,1,TRUE,"reconyx","2019-05-13",0.203286692500114,0.0492247715592384,0.12,0.2,0.68,7349,0,"2019-06-18",0,0,NA,NA,0,"2019-05-05",51,543826,40243124,0.0243944031000137,0.00590697258710861
58,476039.862969375,4437614.7759461,"2019-03-15",74,1,TRUE,"reconyx","2019-05-13",0.274876266717911,0.775164544582367,0.08,0.15,0.74,7119,0,"2019-06-19",0,0,NA,NA,0,"2019-04-13",29,526806,38983644,0.0219901013374329,0.0620131635665894
60,474910.929889099,4437472.13694869,"2019-03-15",74,1,TRUE,"reconyx","2019-05-13",0.0044384659267962,0.0361997038125992,0.19,0.08,0.57,7175,0,NA,0,0,NA,NA,0,"2019-05-03",49,530950,39290300,0.000843308526091278,0.00687794372439384
61,474448.244712273,4437313.96195468,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-13",0.233257636427879,0.192193418741226,0.03,0.19,0.81,7418,0,NA,0,0,"2019-05-13",NA,0,"2019-05-01",47,548932,40620968,0.00699772909283638,0.00576580256223679
64,476439.416660023,4436017.55487851,"2019-03-15",74,1,TRUE,"reconyx","2019-05-13",0.279233902692795,0.446813106536865,0.05,0.38,0.78,7421,0,"2019-06-15",0,0,NA,NA,0,"2019-04-26",42,549154,40637396,0.0139616951346397,0.0223406553268433
68,475212.856307668,4440068.17140277,"2019-03-15",74,1,TRUE,"reconyx","2019-05-14",0.304762184619904,0.777783632278442,0.27,0,0.44,6988,0,NA,0,0,NA,NA,0,"2019-04-14",30,517112,38266288,0.082285789847374,0.210001580715179
70,475099.516850295,4441522.45223653,"2019-03-15",74,1,TRUE,"reconyx","2019-05-14",0.308303505182266,0.725069761276245,0.25,0.09,0.52,7139,0,NA,0,0,NA,NA,0,"2019-04-19",35,528286,39093164,0.0770758762955666,0.181267440319061
75,474303.977306359,4444344.47723311,"2019-03-15",74,1,TRUE,"reconyx","2019-05-14",0.212680459022522,0.245665594935417,0.3,0.03,0.33,6765,0,NA,0,0,NA,NA,0,"2019-05-01",47,500610,37045140,0.0638041377067566,0.0736996784806252
77,473060.592436908,4444249.01647345,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-14",0.340700417757034,0.835089862346649,0.24,0.07,0.51,6886,0,NA,0,0,NA,NA,0,"2019-04-10",26,509564,37707736,0.0817681002616882,0.200421566963196
81,478196.133642699,4431003.55389124,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-14",0.231158524751663,4.31831131209037e-06,0.28,0.17,0.31,7956,0,NA,0,0,NA,NA,0,"2019-05-19",65,588744,43567056,0.0647243869304657,1.2091271673853e-06
83,479005.044090071,4430367.40261498,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-14",0.305564910173416,0.282799303531647,0.33,0.08,0.4,8146,0,NA,0,0,NA,NA,0,"2019-05-09",55,602804,44607496,0.100836420357227,0.0933237701654434
85,479497.52637498,4431170.97041472,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-14",0.155553594231606,0.00105078332126141,0.25,0.45,0.55,8396,0,NA,0,0,NA,NA,0,"2019-05-23",69,621304,45976496,0.0388883985579014,0.000262695830315351
86,475967.395241418,4431281.42786776,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-14",0.324681133031845,0.637865662574768,0.22,0.04,0.5,7592,0,"2019-06-21",0,0,"2019-07-17",NA,0,"2019-04-26",42,561808,41573792,0.0714298492670059,0.140330445766449
87,473601.059366655,4444597.7444406,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-15",0.351807713508606,0.703878462314606,0.18,0.16,0.64,6985,0,NA,0,0,NA,NA,0,"2019-04-18",34,516890,38249860,0.0633253884315491,0.126698123216629
90,475607.263896357,4445646.90393752,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-15",0.361135900020599,0.676615118980408,0.28,0.26,0.51,6972,0,NA,0,0,NA,NA,0,"2019-04-23",39,515928,38178672,0.101118052005768,0.189452233314514
91,476009.044849871,4445833.42215444,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-15",0.390399605035782,0.658757746219635,0.25,0.07,0.54,7008,0,NA,0,0,"2019-07-10",NA,0,"2019-04-24",40,518592,38375808,0.0975999012589455,0.164689436554909
98,471987.899422272,4447565.33983438,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-15",0.43867951631546,0.987273752689362,0.23,0.22,0.56,6486,0,NA,0,0,NA,NA,0,"2019-03-22",7,479964,35517336,0.100896288752556,0.227072963118553
99,472028.592139171,4448139.59099133,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-15",0.348320007324219,0.346485286951065,0.27,0.14,0.53,6539,0,NA,0,0,NA,NA,0,"2019-05-02",48,483886,35807564,0.0940464019775391,0.0935510274767876
100,472357.440490119,4449065.52764319,"2019-03-15",74,1,TRUE,"cuddeback","2019-05-15",0.326515913009644,0.0174363162368536,0.21,0.23,0.6,6713,0,NA,0,0,NA,NA,0,"2019-05-18",64,496762,36760388,0.0685683417320252,0.00366162640973926
2,469395.997849251,4437169.39061862,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-15",0.314644277095795,0.588942527770996,0.07,0.17,0.61,5594,0,NA,0,0,NA,0,1,"2019-04-24",39,419550,31466250,0.0220250993967056,0.0412259769439697
3,469911.267525789,4437400.86066775,"2019-03-16",75,2,TRUE,"reconyx","2019-03-15",0.383289307355881,0.979308426380157,0.22,0.1,0.42,5673,0,NA,0,0,NA,0,1,"2019-03-25",9,425475,31910625,0.0843236476182938,0.215447853803635
4,470374.753847107,4437827.69500278,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-15",0.32344850897789,0.348017811775208,0.09,0.27,0.49,5712,0,NA,0,0,NA,0,1,"2019-04-20",35,428400,32130000,0.0291103658080101,0.0313216030597687
5,465246.477614218,4436631.73802455,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-15",0.379524707794189,0.922969162464142,0.32,0.05,0.37,5295,0,NA,0,0,"2019-03-25",61,1,"2019-04-02",17,397125,29784375,0.121447906494141,0.295350131988525
6,465010.116263073,4436536.70305286,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-15",0.295810401439667,0.201802849769592,0.19,0.27,0.38,5335,0,NA,0,0,NA,0,1,"2019-04-15",30,400125,30009375,0.0562039762735367,0.0383425414562225
7,464676.364582064,4436439.24229618,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-15",0.367762118577957,0.995950102806091,0.12,0.33,0.56,5292,0,NA,0,0,NA,3,1,"2019-03-15",1,396900,29767500,0.0441314542293549,0.119514012336731
8,464374.182084552,4436420.67604753,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-15",0.346666306257248,0.931004405021667,0.06,0.41,0.44,5315,0,NA,0,0,"2019-04-07",0,1,"2019-03-30",14,398625,29896875,0.0207999783754349,0.0558602643013
9,463894.214797886,4436347.57933235,"2019-03-16",75,2,TRUE,"reconyx","2019-03-15",0.276271224021912,0.6533442735672,0.46,0.05,0.21,5358,0,NA,0,0,NA,14,1,"2019-04-03",18,401850,30138750,0.127084763050079,0.300538365840912
10,473087.375184713,4427741.43898561,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-23",0.241786882281303,0.0285027474164963,0.34,0.02,0.39,6545,0,NA,0,0,NA,NA,0,"2019-04-21",36,490875,36815625,0.0822075399756431,0.00969093412160873
11,472622.977052633,4427661.84966271,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-23",0.202164739370346,0.0630050376057625,0.23,0,0.39,6453,0,NA,0,0,NA,NA,0,"2019-04-21",36,483975,36298125,0.0464978900551796,0.0144911586493254
12,472438.945013843,4427216.77048094,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-23",0.22829581797123,0.436077982187271,0.2,0,0.32,6260,0,NA,0,0,NA,NA,0,"2019-04-10",25,469500,35212500,0.0456591635942459,0.0872155964374542
13,472196.547993965,4426855.81868924,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-23",0.234476804733276,0.00719617865979671,0.31,0.01,0.38,6155,0,NA,0,0,NA,NA,0,"2019-04-18",33,461625,34621875,0.0726878094673157,0.00223081538453698
14,471763.802712756,4426258.61079887,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-23",0.200935825705528,0.0491504445672035,0.24,0.01,0.28,5984,0,NA,0,0,NA,NA,0,"2019-04-29",44,448800,33660000,0.0482245981693268,0.0117961066961288
15,464556.872008565,4428568.55248679,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-23",0.25567701458931,0.516648292541504,0.57,0.03,0.15,5906,0,NA,0,0,NA,NA,0,"2019-03-30",14,442950,33221250,0.145735898315907,0.294489526748657
17,463834.779199141,4428317.33251635,"2019-03-16",75,2,TRUE,"reconyx","2019-03-23",0.267347872257233,0.244788601994514,0.37,0.04,0.18,5715,0,NA,0,0,NA,NA,0,"2019-04-19",34,428625,32146875,0.0989187127351761,0.0905717827379704
18,463293.618828761,4428246.89074715,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-23",0.259980171918869,0.327868551015854,0.42,0.02,0.11,5620,0,NA,0,0,NA,NA,0,"2019-04-20",35,421500,31612500,0.109191672205925,0.137704791426659
19,463075.959070344,4427842.8180706,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-23",0.293328255414963,0.710501849651337,0.5,0.05,0.33,5433,0,NA,0,0,"2019-04-10",NA,0,"2019-04-06",21,407475,30560625,0.146664127707481,0.355250924825668
20,463136.599968315,4427603.11135151,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-23",0.24300816655159,0.396959990262985,0.25,0.12,0.24,5390,0,NA,0,0,NA,NA,0,"2019-04-07",22,404250,30318750,0.0607520416378975,0.0992399975657463
21,461482.143922177,4437715.80228377,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-24",0.312205135822296,0.000649408670142293,0.59,0.05,0.21,5866,0,NA,0,0,"2019-06-06",NA,0,"2019-04-04",19,439950,32996250,0.184201030135155,0.000383151115383953
22,470924.457736472,4439677.72600029,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-24",0.2915198802948,0.0183327328413725,0.19,0.14,0.61,5853,0,NA,0,0,"2019-05-04",NA,0,"2019-05-05",50,438975,32923125,0.055388777256012,0.00348321923986077
23,470789.541103223,4439080.31891039,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-24",0.26906481385231,0.131067723035812,0.23,0.12,0.47,5804,0,NA,0,0,NA,NA,0,"2019-04-20",35,435300,32647500,0.0618849071860313,0.0301455762982368
24,470650.158681729,4438501.68986585,"2019-03-16",75,2,TRUE,"cuddeback","2019-03-24",0.287464022636414,0.204918637871742,0.09,0.15,0.83,5732,0,NA,0,0,NA,NA,0,"2019-04-24",39,429900,32242500,0.0258717620372772,0.0184426774084568
25,473892.440321042,4428990.62265592,"2019-03-16",75,2,TRUE,"cuddeback","2019-04-05",0.28075909614563,0.169449046254158,0.38,0.02,0.28,7172,0,NA,0,0,"2019-04-19",NA,0,"2019-04-26",41,537900,40342500,0.106688456535339,0.06439063757658
26,474250.414242703,4429023.58781604,"2019-03-16",75,2,TRUE,"cuddeback","2019-04-05",0.322006493806839,0.725486218929291,0.39,0,0.27,7103,0,NA,0,0,NA,NA,0,"2019-04-16",31,532725,39954375,0.125582532584667,0.282939625382423
27,474053.26162411,4428422.90349642,"2019-03-16",75,2,TRUE,"cuddeback","2019-04-05",0.314241319894791,0.803045451641083,0.39,0,0.26,6827,0,"2019-06-08",0,0,NA,NA,0,"2019-04-12",27,512025,38401875,0.122554114758968,0.313187726140022
28,474014.762903606,4427921.90669008,"2019-03-16",75,2,TRUE,"cuddeback","2019-04-05",0.261929780244827,0.684066891670227,0.31,0.02,0.16,6713,0,NA,0,0,NA,NA,0,"2019-04-23",38,503475,37760625,0.0811982318758964,0.21206073641777
29,473606.804322914,4427668.58469451,"2019-03-16",75,2,TRUE,"cuddeback","2019-04-05",0.216219842433929,0.40068793296814,0.35,0,0.24,6631,0,"2019-06-07",0,0,"2019-05-16",NA,0,"2019-04-24",39,497325,37299375,0.0756769448518753,0.140240776538849
31,471240.724110467,4441784.41380664,"2019-03-16",75,2,TRUE,"cuddeback","2019-04-05",0.31913959980011,0.350992113351822,0.2,0.19,0.59,6066,0,NA,0,0,"2019-04-24",NA,0,"2019-04-27",42,454950,34121250,0.063827919960022,0.0701984226703644
33,471125.168290569,4440661.58921813,"2019-03-16",75,2,TRUE,"cuddeback","2019-04-05",0.367395728826523,0.746522426605225,0.18,0.16,0.62,5935,0,NA,0,0,NA,NA,0,"2019-04-10",25,445125,33384375,0.0661312311887741,0.13437403678894
34,471129.354014084,4440239.23976107,"2019-03-16",75,2,TRUE,"cuddeback","2019-04-05",0.31889420747757,0.350376665592194,0.24,0.26,0.35,5932,0,NA,0,0,"2019-04-24",NA,0,"2019-04-22",37,444900,33367500,0.0765346097946167,0.0840903997421265
35,465174.398912665,4428790.6834225,"2019-03-16",75,2,TRUE,"cuddeback","2019-04-06",0.269230395555496,0.516496300697327,0.14,0.24,0.59,5997,0,NA,0,0,NA,NA,0,"2019-03-27",11,449775,33733125,0.0376922553777695,0.0723094820976257
36,471164.723535712,4443015.52280956,"2019-03-16",75,2,TRUE,"cuddeback","2019-05-04",0.390299290418625,0.58888167142868,0.14,0.25,0.58,6178,0,NA,0,0,"2019-05-20",NA,0,"2019-05-01",46,463350,34751250,0.0546419006586075,0.0824434340000152
38,471304.331400933,4444201.52766893,"2019-03-16",75,2,TRUE,"cuddeback","2019-05-04",0.373238563537598,0.734745740890503,0.05,0.25,0.72,6240,0,NA,0,0,"2019-06-14",NA,0,"2019-04-19",34,468000,35100000,0.0186619281768799,0.0367372870445251
39,471664.394161748,4444889.22805791,"2019-03-16",75,2,TRUE,"cuddeback","2019-05-04",0.459348082542419,0.988520920276642,0.29,0.14,0.42,6325,0,NA,0,0,NA,NA,0,"2019-03-22",6,474375,35578125,0.133210943937302,0.286671066880226
40,472288.413679698,4444768.8185154,"2019-03-16",75,2,TRUE,"cuddeback","2019-05-04",0.391600012779236,0.955553472042084,0.33,0.01,0.42,6470,0,NA,0,0,"2019-06-16",NA,0,"2019-03-29",13,485250,36393750,0.129228004217148,0.315332645773888
41,472391.677972134,4444288.83213878,"2019-03-16",75,2,TRUE,"cuddeback","2019-05-04",0.415871769189835,0.934051632881165,0.4,0.01,0.4,6713,0,NA,0,0,"2019-05-04",NA,0,"2019-04-01",16,503475,37760625,0.166348707675934,0.373620653152466
42,474061.732307326,4429605.16132538,"2019-03-16",75,2,TRUE,"cuddeback","2019-05-05",0.298575699329376,0.801077127456665,0.51,0.01,0.28,7454,0,"2019-06-16",0,0,NA,NA,0,"2019-04-14",29,559050,41928750,0.152273606657982,0.408549335002899
